fen,sequence_of_moves,found_mate,best_mate,difference,compute_duration
8/1Q2P3/8/k7/8/8/K7/8 w - - 0 1,a2b3->None,2,2,0,0.057068824768066406
1n6/4B3/4B3/8/8/6k1/8/R3K2R w KQ - 0 1,e1g1->b8c6->a1a3,2,2,0,0.19875288009643555
8/1R6/8/8/6P1/P5R1/1K1k4/8 w - - 0 1,b7e7->d2d1->g3g2->None,3,2,-1,0.013993024826049805
8/PkP5/4K3/1P6/8/1R6/8/8 w - - 0 1,b5b6->b7a6->a7a8q,2,2,0,0.07838702201843262
1n6/4B3/4B3/8/8/2k5/8/R3K2R w KQ - 0 1,e1c1->b8a6->h1h3,2,2,0,0.30272412300109863
8/4P3/2Q5/k7/8/8/K7/8 w - - 0 1,c6b7->a5a4->b7b6->None,3,2,-1,0.021955251693725586
3K1R2/1R6/4k3/8/8/8/8/8 w - - 0 1,b7b5->e6d6->f8f6,2,2,0,0.07110595703125
3K1R2/1R6/7k/8/8/8/8/8 w - - 0 1,f8g8->h6h5->b7h7,2,2,0,0.07504510879516602
3K1R2/1R6/8/8/8/8/8/4k3 w - - 0 1,b7b2->e1d1->f8f1,2,2,0,0.0745542049407959
3K1R2/1R6/8/8/8/8/8/2k5 w - - 0 1,f8f2->c1d1->b7b1,2,2,0,0.07282495498657227
8/8/7B/8/7k/5Q2/8/7K w - - 0 1,h6f4->None,2,2,0,0.008650064468383789
8/B7/8/8/7k/5Q2/8/7K w - - 0 1,a7e3->None,2,2,0,0.012864828109741211
8/4Q3/8/8/4p3/4K3/8/4k3 w - - 0 1,e7g7->e1d1->g7c3->None,3,2,-1,0.013897180557250977
8/8/8/8/1K2B3/8/4R3/kN6 w - - 0 1,e4h7->None,2,2,0,0.0028579235076904297
8/2P5/7K/8/7k/3Q4/8/8 w - - 0 1,d3f3->None,2,2,0,0.05152177810668945
1Q6/8/8/8/8/8/8/2k1K2R w K - 0 1,b8b4->c1c2->e1e2->None,3,2,-1,0.05326485633850098
8/5P2/7K/8/7k/3Q4/8/8 w - - 0 1,d3f3->None,2,2,0,0.05098390579223633
1R6/4B3/R7/n7/8/2K5/P7/k7 w - - 0 1,a6a5->None,2,2,0,0.1548779010772705
8/8/5Q2/2Nk4/1K2R1q1/3P4/8/8 w - - 0 1,e4g4->None,2,2,0,0.1510939598083496
8/7Q/8/8/N7/3p4/2B5/2k1NK2 w - - 0 1,h7h6->d3d2->h6g5->None,3,2,-1,0.05752396583557129
8/4Q3/1p6/2p5/3p4/k7/8/K2B4 w - - 0 1,e7e1->d4d3->e1c3,2,2,0,0.08684897422790527
3kN3/5K2/1nPN4/8/8/8/8/2R5 w - - 0 1,c1a1->b6a8->a1a8,2,2,0,0.11921191215515137
1BBk4/4n3/K5n1/8/2Q5/8/8/8 w - - 0 1,c4a4->d8c8->a4e8,2,2,0,0.18008208274841309
8/8/4Q3/8/8/6N1/6k1/4K2R w K - 0 1,e6c6->g2g3->c6e4->None,3,2,-1,0.03936409950256348
1K2b3/8/k6r/P7/8/8/Q7/1R6 w - - 0 1,a2b2->e8f7->b2b5,2,2,0,0.3329808712005615
6R1/6pB/8/5NPk/5K2/8/8/8 w - - 0 1,g8g7->None,2,2,0,0.0208280086517334
B7/1N6/k7/1pQ5/8/p7/K7/8 w - - 0 1,a2a3->b5b4->a3b4->None,3,2,-1,0.08336997032165527
Qbk1K3/1p2P3/8/3N4/8/8/8/8 w - - 0 1,a8a5->b7b5->a5a6,2,2,0,0.055916786193847656
k6K/1r6/1B1p4/3Q4/2P5/8/8/8 w - - 0 1,c4c5->a8b8->d5g8,2,2,0,0.09285688400268555
7R/4KN1b/6kB/8/6B1/8/8/8 w - - 0 1,f7e5->g6h6->e7f6->None,3,2,-1,0.03682565689086914
4NRn1/6Pk/8/6K1/8/8/8/8 w - - 0 1,f8g8->h7g8->g5g6->None,3,2,-1,0.0007128715515136719
8/8/8/B2b4/Q4K2/3kp3/2R5/8 w - - 0 1,c2c1->d5g8->a4d1,2,2,0,0.39584803581237793
8/8/p7/QPk1P3/4K3/N7/8/8 w - - 0 1,a3c2->a6b5->a5c7,2,2,0,0.054009199142456055
4N3/8/QNk5/8/P2p4/3K4/8/8 w - - 0 1,a6a8->c6c5->b6d5->None,3,2,-1,0.040322065353393555
5B2/8/3N1k2/3KR2P/3n4/8/8/8 w - - 0 1,d5d4->None,2,2,0,0.06690716743469238
8/4N1Q1/6p1/6kb/8/6K1/8/8 w - - 0 1,g7f7->h5g4->f7g6,2,2,0,0.061419010162353516
1K6/3p2R1/4k3/8/4P3/3P4/8/Q7 w - - 0 1,d3d4->d7d5->a1a6,2,2,0,0.15262103080749512
2k5/R7/2N2K2/5N2/5r2/8/5Q2/8 w - - 0 1,f2f4->None,2,2,0,0.40952205657958984
n7/1R2K3/2k5/1R6/1PP5/8/8/8 w - - 0 1,b7d7->a8b6->b5c5,2,2,0,0.04907393455505371
8/8/2Q5/4k3/5RK1/1n1P2n1/8/8 w - - 0 1,f4a4->g3h5->a4e4,2,2,0,0.24739313125610352
2Q3b1/8/2NP4/3k4/5K2/8/2R5/8 w - - 0 1,c8g8->d5d6->g8f7->None,3,2,-1,0.001219034194946289
3bk3/2P3Q1/8/3N2p1/6K1/8/8/8 w - - 0 1,c7c8q->None,2,2,0,0.14068889617919922
8/8/5Q1K/6R1/7k/3n3r/8/2b5 w - - 0 1,f6f2->h3g3->f2g3,2,2,0,0.35860705375671387
4Q3/7p/6R1/7k/8/5K2/8/8 w - - 0 1,g6g4->h5h6->e8f7->None,3,2,-1,0.09952902793884277
8/8/8/2pp4/R7/2Pk1K2/8/2Q5 w - - 0 1,c3c4->d3d4->c1e3,2,2,0,0.12253189086914062
8/2R5/8/R1N3B1/1k6/4K3/B7/8 w - - 0 1,g5f6->b4a5->c7b7->None,3,2,-1,0.0538330078125
8/3p4/r7/6Nk/8/3Q4/8/6RK w - - 0 1,g1g2->a6a8->d3h7,2,2,0,0.2159438133239746
5K1k/3P3p/7n/8/8/8/8/8 w - - 0 1,d7d8n->h6g4->d8f7,2,2,0,0.015209197998046875
8/8/1N6/B7/8/4p3/N1k5/Q3K3 w - - 0 1,a2b4->c2b3->e1e2->None,3,2,-1,0.03107905387878418
8/8/8/8/8/Qp6/Np6/1k2K3 w - - 0 1,e1d1->b1a1->a2c3,2,2,0,0.09022998809814453
6B1/8/N3p3/4k3/6Q1/8/3R4/3K4 w - - 0 1,g4f3->None,2,2,0,0.08941102027893066
8/8/5K2/8/4R3/5kN1/6R1/3n3B w - - 0 1,g3e2->d1b2->g2h2,2,2,0,0.195418119430542
4k3/8/4K3/b7/8/8/2Q5/8 w - - 0 1,c2b2->e8f8->b2h8,2,2,0,0.09829998016357422
3B4/8/8/N2p4/3kp3/8/4K2Q/8 w - - 0 1,h2f2->d4e5->f2f6,2,2,0,0.11563587188720703
8/8/1K1N4/4k3/4P2B/8/8/3Q4 w - - 0 1,d1g4->e5d4->g4g3->None,3,2,-1,0.15651321411132812
8/3Qp3/4R3/6N1/6k1/8/6N1/6K1 w - - 0 1,d7d5->g4g3->d5f5->None,3,2,-1,0.04760885238647461
8/8/4Q3/4PP2/2K1kb2/8/8/5R2 w - - 0 1,f1f3->f4h6->e6d5,2,2,0,0.13247418403625488
kr4RK/p5R1/3N4/8/8/8/8/8 w - - 0 1,d6c8->a7a5->c8b6,2,2,0,0.05491304397583008
8/2Q3p1/8/5k1N/3P4/8/3K4/R7 w - - 0 1,a1a5->f5e4->c7f4,2,2,0,0.21750187873840332
4R3/3k1Pp1/6K1/8/2Q5/8/8/8 w - - 0 1,e8e6->d7d8->c4c6->None,3,2,-1,0.0419309139251709
8/8/8/1R6/B7/k7/n1Q5/2n2K2 w - - 0 1,c2d2->a3a4->d2a5,2,2,0,0.1904458999633789
4R1B1/4q3/8/4k3/1Q6/K7/3R4/8 w - - 0 1,d2f2->e7e8->b4f4,2,2,0,0.1652519702911377
8/4P1Q1/3k4/8/3K4/8/8/8 w - - 0 1,e7e8q->None,2,2,0,0.06754112243652344
8/3B4/3B4/3k4/3p4/6Q1/8/2K5 w - - 0 1,c1d2->d5c4->g3g8,2,2,0,0.17889785766601562
8/5K2/5p2/bQ6/5k2/7R/8/8 w - - 0 1,f7e6->f6f5->b5f5,2,2,0,0.19292688369750977
8/5K2/5p2/bQ6/5k2/3R4/8/8 w - - 0 1,f7e6->a5d8->b5f5,2,2,0,0.16924691200256348
2Q3K1/4k3/2p1N3/4p3/4B3/8/8/8 w - - 0 1,c8c6->e7f6->g8f8->None,3,2,-1,0.05366778373718262
2Q3K1/2p1k3/4N3/4p3/4B3/8/8/8 w - - 0 1,c8c7->e7e6->g8g7->None,3,2,-1,0.045311927795410156
7k/7b/5Np1/6N1/8/8/6QK/8 w - - 0 1,f6h5->g6h5->g5f7,2,2,0,0.13388609886169434
8/3p4/2pK4/kNQ5/8/8/2P5/8 w - - 0 1,b5c7->a5a4->c7e8->None,3,2,-1,0.09075307846069336
3B4/1Q6/6p1/7k/8/6PN/8/7K w - - 0 1,h3g5->h5g4->b7f3,2,2,0,0.13181686401367188
5Q2/8/8/1KR5/1n6/1k6/3P4/R7 w - - 0 1,a1a2->b4c6->f8f7,2,2,0,0.32073426246643066
8/6k1/8/8/3P4/1QK5/8/1BB5 w - - 0 1,b1a2->g7f8->b3f7,2,2,0,0.14677906036376953
8/6k1/8/8/3P4/BQK5/8/1B6 w - - 0 1,b3e6->g7h8->e6f7->None,3,2,-1,0.04161477088928223
8/1Q1N2P1/4n3/8/2k5/5N2/3K4/8 w - - 0 1,g7g8q->None,2,2,0,0.24471187591552734
8/1K6/6p1/8/1RNk4/8/5RQ1/8 w - - 0 1,g2h2->d4d5->h2e5,2,2,0,0.27835893630981445
2K4Q/8/2N5/1k6/3B4/8/P5P1/8 w - - 0 1,h8h5->b5a4->h5c5->None,3,2,-1,0.05251312255859375
6K1/8/8/1N6/2B5/4k2N/Q3P3/8 w - - 0 1,c4d5->None,2,2,0,0.04065299034118652
2B5/8/8/4Nn1n/7k/8/5K2/2Q5 w - - 0 1,c1d1->h5g7->d1g4,2,2,0,0.1839439868927002
8/7K/6N1/5n1k/5Q2/4n3/8/8 w - - 0 1,f4g3->f5g7->g3h4,2,2,0,0.1265420913696289
8/8/8/2n5/1N6/6R1/3N1k1B/3K4 w - - 0 1,d2e4->f2f1->g3g1,2,2,0,0.18224310874938965
8/8/8/3p4/N5Q1/3k4/3p1P2/3K4 w - - 0 1,g4e2->d3d4->d1d2->None,3,2,-1,0.05530714988708496
1R6/1N6/B7/8/1kN5/8/1PK5/8 w - - 0 1,b8h8->b4a4->c2c3->None,3,2,-1,0.002660036087036133
8/8/1p6/1K6/8/2N4p/1n5R/k7 w - - 0 1,h2c2->h3h2->c2c1,2,2,0,0.08873224258422852
8/8/8/8/1p6/1K2Q3/2P5/1nBk4 w - - 0 1,c2c4->b1c3->e3d2,2,2,0,0.13307785987854004
8/3N1Q2/3k1K2/1P1N4/3n4/8/8/8 w - - 0 1,f7e7->d6d5->d7b6,2,2,0,0.06580829620361328
R7/8/N1k1B3/K4N2/8/8/8/8 w - - 0 1,a8b8->None,2,2,0,0.020293712615966797
4k3/Rb2P3/4Q3/3p4/3K4/8/8/8 w - - 0 1,a7b7->None,2,2,0,0.003014087677001953
1k6/1P6/4K3/8/1R6/8/8/8 w - - 0 1,b4b6->b8a7->b7b8r->None,3,2,-1,0.020627975463867188
1k6/1P6/4K3/8/1Q6/8/8/8 w - - 0 1,b4b6->None,2,2,0,0.0323789119720459
5B2/3n4/8/8/2p2Q2/3k4/8/2KB4 w - - 0 1,d1c2->d3c3->f4d2,2,2,0,0.17044901847839355
7N/8/4k3/1NR1p3/7Q/1K6/8/8 w - - 0 1,c5d5->e5e4->b5c7,2,2,0,0.19261884689331055
8/8/8/7K/8/2R3P1/3R2Pk/2Q5 w - - 0 1,h5h6->None,2,2,0,8.416175842285156e-05
8/8/8/2p5/2R5/1kpK1N2/8/Q7 w - - 0 1,f3e1->c3c2->e1c2->None,3,2,-1,0.04524493217468262
N3K3/Pk6/1N6/1B6/8/8/8/8 w - - 0 1,e8d8->b7a7->d8c8->None,3,2,-1,0.0020551681518554688
8/5KBk/6p1/5PRb/8/8/8/8 w - - 0 1,f5g6->h5g6->g5g6->None,3,2,-1,0.08697915077209473
8/8/4BRpp/6k1/5R2/4K3/8/8 w - - 0 1,e6f7->h6h5->f6g6,2,2,0,0.09415912628173828
3Q4/K7/1R6/8/2n5/k7/p2R4/8 w - - 0 1,d2d4->c4d6->d8d6,2,2,0,0.2591249942779541
8/7K/5p2/8/R2N1k2/8/5B2/Q7 w - - 0 1,a1b1->f4g5->b1f5,2,2,0,0.1577439308166504
kr6/1n6/8/3Q4/8/8/p2K4/6Q1 w - - 0 1,g1b1->b8h8->b1b7,2,2,0,0.5087409019470215
8/kP6/5R2/4n3/KN6/8/7B/8 w - - 0 1,f6f7->e5d3->b7b8q,2,2,0,0.13575291633605957
6B1/1p6/1p6/3R4/1k6/8/Q2K4/8 w - - 0 1,a2b2->b4a4->d5b5->None,3,2,-1,0.1244959831237793
8/4Q3/8/N7/3k4/8/p2N4/R3K3 w Q - 0 1,e7d6->d4c3->a1a2->None,3,2,-1,0.06274700164794922
8/8/8/8/K6B/1B6/3p1R2/N3k3 w - - 0 1,b3c4->d2d1n->a1c2,2,2,0,0.11600828170776367
8/7B/7K/8/6k1/6P1/5PQn/8 w - - 0 1,g2h1->h2f1->h1h5,2,2,0,0.05618715286254883
8/3N4/8/k7/p7/2P2Q2/3K4/8 w - - 0 1,c3c4->a4a3->f3a3,2,2,0,0.13679194450378418
8/1P6/k2N1Q2/P7/2n5/2K5/8/8 w - - 0 1,b7b8q->a6a5->b8b5,2,2,0,0.17257189750671387
N5Q1/nkPP4/8/8/4K3/8/8/8 w - - 0 1,d7d8n->b7c8->g8g4,2,2,0,0.15270185470581055
8/8/8/B7/4p3/1Q6/1K2kp2/3R4 w - - 0 1,d1a1->e4e3->b3d1,2,2,0,0.2925238609313965
8/8/5R2/8/6k1/5N2/6PK/7R w - - 0 1,h2g1->g4g3->f3e5->None,3,2,-1,0.06204485893249512
8/7Q/8/8/6p1/6N1/6kP/4K2R w K - 0 1,h7h6->g2f3->h6d2->None,3,2,-1,0.032330989837646484
5B2/1K6/8/pkp5/5Q2/8/2P5/8 w - - 0 1,f4f2->b5c4->f2c5,2,2,0,0.15125679969787598
5Q2/3kp3/1P6/3PKP2/8/8/8/8 w - - 0 1,e5d4->e7e6->f5e6,2,2,0,0.03761100769042969
8/8/1K6/8/3kNR2/2N5/1B2B3/8 w - - 0 1,f4f6->d4e3->b6c5->None,3,2,-1,0.03996896743774414
2B4r/6Q1/8/7k/8/8/6nP/6K1 w - - 0 1,h2h4->g2e1->g7g5,2,2,0,0.15251922607421875
8/8/8/8/3RK1Q1/4P3/4p3/3N1k2 w - - 0 1,d4d2->e2e1n->d2f2,2,2,0,0.40726327896118164
4r2b/1Q6/8/8/p3R3/K7/8/k7 w - - 0 1,e4e2->h8g7->e2a2,2,2,0,1.3181500434875488
3K4/3pBp2/4k3/4P3/4Q3/8/8/8 w - - 0 1,d8e8->d7d5->e5d6,2,2,0,0.11306595802307129
8/1N6/1Q6/8/1P3N2/1k6/1B6/1K6 w - - 0 1,b7d8->b3a4->b1c2->None,3,2,-1,0.007598876953125
8/3p3K/8/1Q6/4k3/4P3/6R1/5N2 w - - 0 1,f1g3->e4f3->b5e2,2,2,0,0.2207021713256836
8/R7/8/8/2k5/K3Q2B/8/8 w - - 0 1,a7c7->c4b5->e3a7->None,3,2,-1,0.0307009220123291
8/1p2K3/7B/P1kp4/Q7/8/8/8 w - - 0 1,a4b3->c5c6->b3b6,2,2,0,0.10456204414367676
3K4/1Pr5/1RPk4/5Q2/8/8/8/8 w - - 0 1,b7b8q->None,2,2,0,0.10778117179870605
8/8/K7/8/k3P3/pp6/7Q/8 w - - 0 1,h2g1->a4b4->g1d4,2,2,0,0.10900568962097168
4k2r/8/4K1N1/b7/R5Q1/8/8/8 w - - 0 1,a4a5->h8g8->a5a8,2,2,0,0.17676711082458496
8/1n6/2R2n2/1P1k4/5Q2/5K2/8/8 w - - 0 1,b5b6->b7d8->f4d6,2,2,0,0.23188996315002441
k6r/1p6/1K1R4/7b/8/8/8/1Q6 w - - 0 1,b1h1->h5d1->h1h8,2,2,0,0.2918829917907715
k1K4b/4N1R1/2p5/8/8/8/8/6B1 w - - 0 1,e7d5->c6c5->d5b6,2,2,0,0.11098217964172363
8/8/8/5K2/6pk/2Q5/8/8 w - - 0 1,c3a1->h4h5->a1h1,2,2,0,0.09151911735534668
8/4b2K/4r1p1/7k/5Q2/8/6N1/8 w - - 0 1,g2e3->e7f8->f4g4,2,2,0,0.24756097793579102
3k4/5p2/1K6/8/8/7B/8/4QR2 w - - 0 1,b6b7->f7f5->h3f5->None,3,2,-1,0.001840829849243164
k7/2Q2K2/8/3R4/4BR2/1q6/8/8 w - - 0 1,e4h1->b3b8->d5a5,2,2,0,0.23606419563293457
Q7/8/8/8/4B3/2K5/b7/k7 w - - 0 1,a8a7->None,2,2,0,0.05276322364807129
8/8/2Qp2K1/4k3/4N3/6p1/2R5/8 w - - 0 1,c2c1->e5e6->c6d6,2,2,0,0.21896886825561523
8/8/1Np5/K1k5/6q1/2PQ4/8/8 w - - 0 1,c3c4->g4g8->b6a4,2,2,0,0.26200079917907715
4b3/1R2Q3/2k5/1n2K3/1P6/8/8/8 w - - 0 1,e5e4->e8f7->e7d7,2,2,0,0.12553691864013672
8/8/8/4K3/2p1n3/3k4/1Q2R3/1b6 w - - 0 1,b2c1->e4f6->c1d2,2,2,0,0.15039801597595215
4N1QB/1K2k1P1/4N3/8/8/8/8/8 w - - 0 1,b7c8->None,2,2,0,0.028041839599609375
b7/1nPPk3/1K6/5Q2/8/8/8/8 w - - 0 1,c7c8b->e7d8->f5g5,2,2,0,0.12614011764526367
8/8/8/6p1/8/6Bk/4BK2/8 w - - 0 1,f2f3->g5g4->f3f2->None,3,2,-1,0.017359018325805664
4QK2/8/7k/8/5P2/5P2/8/8 w - - 0 1,f8g8->None,2,2,0,7.605552673339844e-05
4NBq1/6P1/7k/5Q2/8/8/8/6K1 w - - 0 1,g1f1->g8h8->g7g8n,2,2,0,0.2574760913848877
3K1k1q/3P3B/5NQ1/8/8/8/8/8 w - - 0 1,f6e4->h8g7->g6e8,2,2,0,0.1582951545715332
8/4K3/5N2/1pn1k3/1Q4P1/8/8/8 w - - 0 1,b4d2->b5b4->d2d6,2,2,0,0.14739680290222168
8/8/3Q2n1/8/2Nnk1K1/8/1N6/8 w - - 0 1,b2d1->g6h8->d1f2,2,2,0,0.2374410629272461
8/2Q5/8/3kpK2/8/3PP3/8/8 w - - 0 1,f5f6->e5e4->d3d4->None,3,2,-1,0.06098508834838867
8/8/3K4/8/3kp3/1Q6/2P5/8 w - - 0 1,b3a3->e4e3->a3b4,2,2,0,0.0893099308013916
8/2p5/4K3/5N2/3pk3/1Q4P1/8/8 w - - 0 1,b3d1->c7c5->d1e2,2,2,0,0.12378096580505371
8/5Q2/8/8/6k1/5N2/5K2/8 w - - 0 1,f7f8->g4h3->f8g8->None,3,2,-1,0.0069561004638671875
8/2K5/Q7/2p1p3/3k2B1/8/3B4/8 w - - 0 1,d2c1->d4d5->a6d3,2,2,0,0.30043911933898926
8/7r/6p1/8/6Q1/6K1/4N1P1/7k w - - 0 1,e2c1->h7h8->g4d1,2,2,0,0.13533997535705566
4N2k/4BK2/5N1r/5Q2/8/8/8/8 w - - 0 1,f5h3->h6h5->h3h5,2,2,0,0.15305423736572266
K1k3r1/6P1/3Q1P2/4p3/8/8/8/8 w - - 0 1,f6f7->e5e4->f7g8q,2,2,0,0.12366890907287598
3K1k1N/7Q/6B1/8/8/3b4/8/5r2 w - - 0 1,g6e4->d3a6->h8g6,2,2,0,0.18014907836914062
kBNK4/8/N1P5/3n4/8/8/8/8 w - - 0 1,b8a7->d5c3->a6c7,2,2,0,0.05025672912597656
5k2/1K3B1q/5Q1N/5R2/8/8/8/8 w - - 0 1,f5a5->h7h8->a5a8,2,2,0,0.3191962242126465
8/8/8/8/2QR4/4R3/2P2q2/K1k5 w - - 0 1,a1a2->f2f8->e3e1,2,2,0,1.8555700778961182
B1n5/5RK1/4k3/4p3/8/8/8/3R4 w - - 0 1,d1d2->c8e7->f7f6,2,2,0,0.14194583892822266
8/8/8/8/4B3/7b/Q4KP1/4N2k w - - 0 1,g2h3->h1h2->e4g2->None,3,2,-1,0.18222808837890625
8/8/5Q2/8/8/1B6/rPK2p2/k7 w - - 0 1,b3a2->a1a2->f6a6,2,2,0,1.143937110900879
B2n4/1q6/6Q1/8/7K/8/7p/7k w - - 0 1,h4g3->d8f7->g6b1,2,2,0,0.1710648536682129
8/8/3N4/8/Q7/B7/kp6/b2K4 w - - 0 1,a3c5->a2b1->d6e8->None,3,2,-1,0.11150097846984863
8/Q2p1B2/2k5/4pN2/K7/8/8/8 w - - 0 1,a4b4->d7d6->f5e7,2,2,0,0.12645888328552246
7k/7P/7Q/8/2rN2K1/8/8/B7 w - - 0 1,a1b2->c4c8->d4c6,2,2,0,0.08960485458374023
8/8/8/8/b7/5nKn/8/1Q4Nk w - - 0 1,b1f1->a4e8->f1g2,2,2,0,0.12181401252746582
8/8/3qp2k/3p4/6R1/8/Q7/3K4 w - - 0 1,a2a1->h6h7->a1g7,2,2,0,0.24915194511413574
8/8/8/8/b1QN4/r7/p7/k1K5 w - - 0 1,c1d2->a4e8->c4c1,2,2,0,0.7600791454315186
1Q6/8/8/n7/1N1R4/k7/2K5/3B4 w - - 0 1,c2b1->a5b3->b4c2,2,2,0,0.20079994201660156
2K5/Rn6/3k4/3B4/3P4/8/Q7/8 w - - 0 1,a7b7->None,2,2,0,0.01223611831665039
1Nn5/N1n5/5Q2/k7/8/1K6/8/8 w - - 0 1,f6d4->c7b5->a7c6,2,2,0,0.19454717636108398
5k2/4p2K/8/5N1B/8/3q4/5Q2/8 w - - 0 1,f2f1->d3d8->f5e3,2,2,0,0.2576479911804199
8/8/8/K2n4/8/8/N4QN1/3k4 w - - 0 1,a2b4->d5e7->f2e1,2,2,0,0.12996482849121094
8/8/3P2R1/K2k3B/4N3/4Q3/8/8 w - - 0 1,g6g5->d5c4->h5e8->None,3,2,-1,0.03332400321960449
b6Q/8/8/3R4/3b4/7K/8/n6k w - - 0 1,d5d4->a8b7->d4d1,2,2,0,0.23398613929748535
7Q/4p3/8/5k1K/8/1B2P3/3P4/8 w - - 0 1,h8d4->e7e6->b3c2,2,2,0,0.09370183944702148
8/4Q3/7N/8/3b1kN1/3P4/6K1/8 w - - 0 1,g2h2->f4f3->e7e4,2,2,0,0.15057992935180664
8/5p2/8/8/1B3K2/6N1/5kpQ/8 w - - 0 1,h2h3->f2g1->b4c5,2,2,0,0.11339592933654785
8/8/6p1/6B1/8/8/2Qpk1K1/4b3 w - - 0 1,c2b1->d2d1n->b1b5,2,2,0,0.11693906784057617
8/8/2p5/2B5/8/8/2K1kpQ1/4b3 w - - 0 1,g2h1->f2f1n->h1h5,2,2,0,0.13453888893127441
4k3/8/4K3/8/8/8/4Q3/4b3 w - - 0 1,e2b2->e8f8->b2h8,2,2,0,0.07320976257324219
5K2/1Q6/8/4k3/3NN2P/8/3P4/8 w - - 0 1,e4f2->e5d4->b7b5->None,3,2,-1,0.21761775016784668
5K1k/8/5N1r/7P/1Q6/8/8/1B6 w - - 0 1,b1g6->h6h5->g6h5->None,3,2,-1,0.14104223251342773
3K1k2/5P2/5RPb/8/8/8/8/5Q2 w - - 0 1,f1a1->f8g7->f7f8q,2,2,0,0.18923425674438477
8/8/p7/2Q5/k7/1p6/1K6/8 w - - 0 1,c5b6->a6a5->b6b8->None,3,2,-1,0.023669004440307617
8/5K2/8/4pk2/7R/5N1N/8/8 w - - 0 1,h4f4->e5f4->h3f2->None,3,2,-1,0.046706199645996094
K7/7B/8/1R3p2/6k1/4QN2/8/8 w - - 0 1,h7f5->g4g3->b5b2->None,3,2,-1,0.06378388404846191
8/8/8/8/4N3/6Kn/6RP/7k w - - 0 1,e4f2->h3f2->g3f2->None,3,2,-1,0.02759408950805664
8/NN6/3Q4/3p4/n1k5/8/2K5/8 w - - 0 1,c2d2->c4d4->d6f4,2,2,0,0.15246200561523438
8/5p2/N4Q2/1k6/4P3/2B5/1K6/8 w - - 0 1,b2b3->None,2,2,0,0.16579604148864746
8/8/8/2K5/k1N5/p7/n1P5/R7 w - - 0 1,a1a2->None,2,2,0,0.04616999626159668
8/8/8/1N1k1P2/6K1/2Q5/3P4/8 w - - 0 1,g4g5->d5e4->b5c7->None,3,2,-1,0.019898176193237305
5R2/2pkn3/2p2Q2/2K5/8/8/8/8 w - - 0 1,f6f7->None,2,2,0,0.03122997283935547
7K/5R2/5npk/8/5P2/6N1/8/8 w - - 0 1,f7f6->None,2,2,0,0.03742814064025879
8/8/8/7n/7p/5K1k/6N1/6QB w - - 0 1,g2f4->h5f4->f3f4->None,3,2,-1,0.03177285194396973
5R2/8/2P1k3/2Q5/5Kn1/8/8/8 w - - 0 1,f4g4->None,2,2,0,0.1843109130859375
8/8/2K5/2P5/k7/P2Q4/8/8 w - - 0 1,c6d7->a4a5->d3c4->None,3,2,-1,0.0017437934875488281
8/8/3n4/7Q/7b/6pk/8/4B1K1 w - - 0 1,e1d2->d6e8->h5f5,2,2,0,0.14583969116210938
8/8/8/8/4p3/3nK3/R5R1/3k4 w - - 0 1,a2a1->d3c1->g2e2->None,3,2,-1,0.1575479507446289
8/8/8/1Bn5/2P5/3kBK2/8/2R5 w - - 0 1,f3f4->c5d7->c4c5,2,2,0,0.0731649398803711
8/7K/8/8/3n4/8/R2QN3/qk6 w - - 0 1,a2c2->d4e6->c2c1,2,2,0,0.17142701148986816
8/1K6/7B/8/1kN5/2N5/8/3Q4 w - - 0 1,b7c6->b4c3->c6c5->None,3,2,-1,0.048316001892089844
8/1R6/3N2K1/3k4/6p1/6Q1/8/6B1 w - - 0 1,g6f7->d5c6->f7e6->None,3,2,-1,0.07745218276977539
8/8/5K2/5R2/4k3/1R2B3/2P1n3/8 w - - 0 1,c2c4->e2f4->f5f4,2,2,0,0.17705917358398438
1b5Q/8/8/3p1p2/4k3/8/4K3/2B5 w - - 0 1,c1b2->d5d4->h8d4,2,2,0,0.14147496223449707
Q4b2/4pk1K/8/6P1/8/8/6B1/8 w - - 0 1,g2f1->f8g7->a8g8,2,2,0,0.07206511497497559
6B1/8/3N4/2n2pQ1/8/5k2/8/5K2 w - - 0 1,g8d5->c5e4->d6f5->None,3,2,-1,0.04074501991271973
4r3/3nk3/2Q1NR2/5K2/8/8/8/8 w - - 0 1,e6c5->d7c5->c6d6,2,2,0,0.1527402400970459
4R3/3Kbkp1/5p2/8/4Q3/8/8/8 w - - 0 1,e8h8->g7g5->e4h7,2,2,0,0.14212989807128906
8/2p2K2/3k4/B7/2Q5/5N2/8/8 w - - 0 1,f3e1->d6d7->c4c7,2,2,0,0.20221281051635742
8/8/5Q2/5bpk/R7/5P2/5K2/8 w - - 0 1,a4a1->h5h4->f6h6,2,2,0,0.18706607818603516
8/3R4/8/5p2/2p1N3/4k3/2K3Q1/8 w - - 0 1,e4d2->f5f4->d2f1,2,2,0,0.19363689422607422
6bn/7n/1Q6/7k/6R1/6K1/8/8 w - - 0 1,g3f2->h8f7->b6g6,2,2,0,0.2114250659942627
8/8/3p1K2/5p2/2p1k3/8/3QB3/8 w - - 0 1,d2c1->e4d5->c1c4,2,2,0,0.1143801212310791
8/2R5/4kp2/Q7/8/2n3BK/8/8 w - - 0 1,a5a4->e6f5->a4g4,2,2,0,0.18988323211669922
