fen,sequence_of_moves,found_mate,best_mate,difference,compute_duration
7B/3K2R1/5k2/8/6P1/4P1N1/8/8 w - - 0 1,d7d6->None,2,2,0,0.03995370864868164
5B2/4R3/3k4/3N4/1KP5/8/8/8 w - - 0 1,f8g7->d6c6->g7e5->None,3,2,-1,0.0008130073547363281
8/5p2/5N1R/4pk2/8/4K3/3Q4/8 w - - 0 1,d2d1->e5e4->d1d5,2,2,0,0.2464439868927002
8/8/5p2/5N1R/4pk2/8/4K3/3Q4 w - - 0 1,d1d2->f4e5->d2d6,2,2,0,0.19249510765075684
7R/7B/8/8/6k1/7N/6K1/8 w - - 0 1,h7g6->None,2,2,0,0.022892236709594727
8/8/8/8/2K5/kpP5/6Q1/8 w - - 0 1,g2f1->a3a4->f1a1,2,2,0,0.10136079788208008
8/8/7p/7P/7k/5Q2/6KP/6R1 w - - 0 1,f3f5->None,2,2,0,0.039121150970458984
2Q1N1K1/4k1P1/8/8/8/8/8/8 w - - 0 1,c8c6->e7d8->g8f8->None,3,2,-1,0.03030228614807129
4Q1B1/5P2/6Np/7k/5K2/8/8/8 w - - 0 1,g8h7->None,2,2,0,0.00010204315185546875
8/2Q5/8/4P3/2Pk2BR/8/4K3/8 w - - 0 1,g4f5->d4c3->c7b8->None,3,2,-1,0.16588282585144043
8/6p1/2Q1N1K1/4k3/2p5/8/B7/8 w - - 0 1,a2c4->None,2,2,0,0.12326717376708984
8/8/7K/7n/7k/5B1n/4N2Q/8 w - - 0 1,f3h5->None,2,2,0,0.037613868713378906
8/8/7K/7n/7k/4N2n/5P1Q/8 w - - 0 1,f2f3->h5g7->e3g2,2,2,0,0.18478894233703613
8/2Q5/4k1P1/3p4/3K3N/7P/8/8 w - - 0 1,c7d8->None,2,2,0,0.00015926361083984375
8/8/n7/4Q3/2kP4/P7/1K2P3/8 w - - 0 1,a3a4->c4b4->e5b5,2,2,0,0.2512168884277344
8/8/6pB/6R1/5k2/5N2/3KP3/8 w - - 0 1,h6f8->f4e4->f8d6->None,3,2,-1,0.0011568069458007812
4Q3/8/3p4/R2p4/3k4/2p5/2K5/8 w - - 0 1,e8e2->None,2,2,0,0.13703083992004395
8/8/8/Q7/1pk5/P3P3/3K4/1B6 w - - 0 1,e3e4->c4d4->a5d5,2,2,0,0.2432551383972168
1N6/8/3Pk3/6KR/5Q2/8/8/8 w - - 0 1,g5h6->None,2,2,0,0.07265996932983398
4B3/4PR2/6k1/8/5KN1/8/8/8 w - - 0 1,g4f6->g6h6->f4f5->None,3,2,-1,0.058988094329833984
1Qn2K2/3k4/2N5/3P4/8/8/8/8 w - - 0 1,c6e5->d7d8->f8f7->None,3,2,-1,0.13776087760925293
8/8/4K3/8/4kp2/1PR2R2/8/8 w - - 0 1,c3d3->None,2,2,0,0.11661696434020996
2QK4/2NN4/2Pk4/8/8/8/8/8 w - - 0 1,d8e8->d6c6->e8e7->None,3,2,-1,0.0013549327850341797
8/8/4K3/8/4kp2/2R2R2/1P6/8 w - - 0 1,c3d3->None,2,2,0,0.10112810134887695
1N2k2K/4P2P/4R3/8/8/8/8/8 w - - 0 1,h8g8->None,2,2,0,0.0002129077911376953
4B3/2N1k1B1/4N3/8/3KP3/8/8/8 w - - 0 1,g7h8->e7d6->h8f6->None,3,2,-1,0.042176008224487305
5K2/5Npk/8/7P/7N/8/8/8 w - - 0 1,h4g6->None,2,2,0,0.029155254364013672
8/8/8/3B4/8/2k5/1R2K3/B7 w - - 0 1,e2e3->None,2,2,0,0.0722649097442627
6R1/6K1/5Q1p/7k/8/8/8/6N1 w - - 0 1,g7h8->None,2,2,0,0.05006694793701172
8/8/3Np3/7R/5k2/4N3/4KP2/8 w - - 0 1,d6c4->f4e4->h5h4,2,2,0,0.12474703788757324
4NQ2/1K1k4/1P5N/8/8/8/8/8 w - - 0 1,f8g8->d7e7->b7c8->None,3,2,-1,0.00523686408996582
8/8/8/8/6B1/4p3/4N1k1/4K1B1 w - - 0 1,g4f5->g2h1->f5h3->None,3,2,-1,0.011028051376342773
8/8/2K5/8/3kpRp1/1Q4P1/8/8 w - - 0 1,c6d6->None,2,2,0,0.013294696807861328
8/8/4N3/1Q6/4k3/7K/8/3N4 w - - 0 1,e6g5->e4d4->h3h4->None,3,2,-1,0.02659296989440918
8/2p5/R1R5/2n5/2k5/K7/3Q4/8 w - - 0 1,a6a8->c4b5->d2d5->None,3,2,-1,0.06388616561889648
8/6K1/7p/6k1/7N/7Q/3P3P/8 w - - 0 1,h3e6->h6h5->e6e4->None,3,2,-1,0.061856985092163086
8/8/6P1/2QNk3/6K1/3P3B/8/8 w - - 0 1,d5f4->e5f6->c5c7->None,3,2,-1,0.01507711410522461
8/N7/8/Q7/N3P3/1k6/2p5/2K5 w - - 0 1,a7b5->b3a2->a5c3->None,3,2,-1,0.017874956130981445
8/7p/7Q/8/6PP/6k1/6B1/6K1 w - - 0 1,g1f1->g3h2->h6d6,2,2,0,0.10199975967407227
6NK/8/6kN/6P1/5p2/5Q2/8/8 w - - 0 1,f3f4->g6h5->h8h7->None,3,2,-1,0.05254077911376953
6N1/8/6N1/5K1k/8/6p1/8/4B3 w - - 0 1,g6f4->h5h4->g8e7->None,3,2,-1,0.017482995986938477
2K5/2N1kNPQ/8/4P3/8/8/8/8 w - - 0 1,h7g8->None,2,2,0,0.013374090194702148
8/3kP3/6K1/2RN4/4N3/8/8/8 w - - 0 1,g6f7->None,2,2,0,0.008376121520996094
8/1B1kPNp1/6K1/3N4/8/8/8/8 w - - 0 1,b7c6->d7c8->e7e8r,2,2,0,0.07419800758361816
8/4NP1N/1BPk4/5K2/8/8/8/8 w - - 0 1,f5f6->None,2,2,0,0.0628061294555664
7B/2K1k1P1/3N4/5P1R/8/8/8/8 w - - 0 1,h5h6->None,2,2,0,0.03848910331726074
2R5/4N3/3N1k1P/2K1R3/8/8/8/8 w - - 0 1,c5d5->None,2,2,0,0.09843587875366211
8/3P1k1P/3KR2P/8/8/8/8/8 w - - 0 1,d6e5->f7f8->e5f6->None,3,2,-1,0.03203296661376953
3N4/B1kPP3/4BK2/8/8/8/8/8 w - - 0 1,f6e5->None,2,2,0,0.048628807067871094
8/1B6/p1p5/1k6/N1N5/1K6/8/8 w - - 0 1,c4d6->b5a5->b7c6->None,3,2,-1,0.00890803337097168
8/8/8/5p2/2R2R2/4k3/8/4BK2 w - - 0 1,c4d4->None,2,2,0,0.04354524612426758
k1K5/1R4bQ/2P5/8/8/8/8/8 w - - 0 1,h7g7->None,2,2,0,0.03648090362548828
8/8/2K5/2P5/1k6/5p2/5P2/2QB4 w - - 0 1,c6b7->b4a5->c1c4->None,3,2,-1,0.009618759155273438
k7/1R6/K1p5/2P5/8/8/1b6/1Q6 w - - 0 1,b7b2->None,2,2,0,0.05503368377685547
5Q2/2PP4/4k3/2Pp4/3K4/8/8/8 w - - 0 1,d7d8q->None,2,2,0,0.09944701194763184
8/8/8/8/8/3PP3/2B1k3/2K3Q1 w - - 0 1,c2b1->e2f3->c1d2->None,3,2,-1,0.012865781784057617
2Q5/8/3k1P2/8/3K4/3b4/3N4/8 w - - 0 1,d2e4->d3e4->d4e4->None,3,2,-1,0.10255813598632812
2k1q3/2BRP3/2K1B3/8/8/8/8/8 w - - 0 1,c6b6->e8h8->d7d1,2,2,0,0.12216806411743164
8/6K1/6p1/5Bk1/6p1/6P1/8/7Q w - - 0 1,f5c8->None,2,2,0,0.0282137393951416
8/3Np3/7R/5k2/8/5K1N/8/8 w - - 0 1,h3f4->e7e5->h6h5,2,2,0,0.07058930397033691
3R4/1N1n4/3p4/3k1K2/8/2Q5/8/8 w - - 0 1,d8d7->None,2,2,0,0.06116199493408203
B7/QP6/2Rp4/3k1K2/8/8/8/8 w - - 0 1,a7b6->None,2,2,0,0.0022819042205810547
2Q5/3PRp2/3N1k1K/8/8/8/8/8 w - - 0 1,c8f8->None,2,2,0,0.00833892822265625
8/5K2/1N3p1R/4k3/1Q5P/8/8/8 w - - 0 1,f7e7->f6f5->h6h5->None,3,2,-1,0.029577970504760742
8/2p5/2R5/3N4/3Pk1B1/2K5/8/8 w - - 0 1,c3c4->None,2,2,0,0.10130000114440918
8/8/8/1BK5/8/Nk1p4/3R4/2B5 w - - 0 1,b5e8->b3c3->e8f7->None,3,2,-1,0.01617884635925293
8/8/3B4/4R3/RpPk4/8/3K4/8 w - - 0 1,a4b4->None,2,2,0,0.08599090576171875
8/8/8/4Q3/5pk1/8/5BPK/4N3 w - - 0 1,e5d5->f4f3->g2g3->None,3,2,-1,0.07175397872924805
2B5/3p4/4Pp2/5k1K/8/4Q3/8/8 w - - 0 1,c8d7->None,2,2,0,0.00011992454528808594
8/1Q6/2pk4/5P2/1PKP4/8/8/8 w - - 0 1,c4d3->c6c5->b4c5,2,2,0,0.047154903411865234
4BRb1/5p2/5k1K/8/4Q3/8/8/8 w - - 0 1,f8g8->None,2,2,0,9.799003601074219e-05
2Q5/4k1p1/6P1/3K4/7N/8/8/8 w - - 0 1,c8e6->e7d8->d5d6->None,3,2,-1,0.030242919921875
8/8/8/4Q3/8/5k1K/2nP1b2/5R2 w - - 0 1,d2d3->c2d4->e5e4,2,2,0,0.1837930679321289
8/2K1p1P1/4N1P1/3k4/5Q2/8/8/8 w - - 0 1,c7d7->None,2,2,0,0.017779827117919922
8/8/2N5/8/8/5P2/3Pk1P1/2K3Q1 w - - 0 1,c6e5->None,2,2,0,0.008313655853271484
8/4n3/4K3/8/4kp2/8/3Q2P1/2B5 w - - 0 1,g2g4->e7g8->d2d5,2,2,0,0.14276623725891113
8/3K2P1/4p3/3kbR2/1Q6/8/8/8 w - - 0 1,f5h5->None,2,2,0,0.05609703063964844
8/8/8/8/8/8/QpkPK3/1Rb5 w - - 0 1,d2d3->c1d2->a2b2,2,2,0,0.0880889892578125
8/4N3/2n1R3/2K1b3/4k3/6Q1/8/8 w - - 0 1,c5c4->c6d8->e6e5,2,2,0,0.17302203178405762
4R1n1/4b3/2KPk3/8/5Q2/8/8/8 w - - 0 1,d6d7->g8f6->d7d8n,2,2,0,0.14370989799499512
8/8/5p2/1R3K2/3k4/3p4/3Q4/8 w - - 0 1,d2e1->d4c4->e1b4,2,2,0,0.12774395942687988
2Q5/8/3p4/2pk4/8/2KN1P2/8/8 w - - 0 1,c8e8->c5c4->e8e4,2,2,0,0.0906517505645752
8/7Q/8/4B1k1/4P2b/6p1/6K1/8 w - - 0 1,g2f1->g5g4->h7f5,2,2,0,0.11025190353393555
8/8/3N2p1/6Q1/3k4/8/N3p3/4K3 w - - 0 1,e1e2->None,2,2,0,0.11466693878173828
8/8/8/2K5/k1N5/1p6/p5p1/6Q1 w - - 0 1,g1a1->b3b2->a1d1,2,2,0,0.0982828140258789
8/8/6N1/Q2p4/2k5/8/2K2P2/8 w - - 0 1,f2f3->c4d4->a5c3,2,2,0,0.08883309364318848
3K4/2N5/8/4k3/8/5Q2/2N2P2/8 w - - 0 1,d8e8->e5d6->f3c3->None,3,2,-1,0.0027070045471191406
8/8/5K2/6Nk/7b/7Q/8/8 w - - 0 1,h3h1->h5g4->h1f3,2,2,0,0.07662200927734375
8/8/4p3/4k1K1/4B3/3Rp3/4R3/8 w - - 0 1,e4a8->None,2,2,0,0.03987693786621094
8/8/8/2Q5/5k2/7P/6K1/2N4B w - - 0 1,c5d5->f4e3->g2g3->None,3,2,-1,0.0410161018371582
8/8/8/3N2K1/8/6kb/6pR/6Q1 w - - 0 1,g1c1->h3c8->c1f4,2,2,0,0.2551610469818115
8/8/4p3/4R3/8/N2k4/1K6/QN6 w - - 0 1,a3b5->d3c4->a1a3->None,3,2,-1,0.02923870086669922
8/8/1R1p1K2/3k1P2/3p4/3Q4/8/8 w - - 0 1,d3b1->d5c5->b1b5,2,2,0,0.1125650405883789
8/8/2K5/kB6/1p6/8/3n4/N3B3 w - - 0 1,e1d2->None,2,2,0,0.14419269561767578
5N2/4p2p/7P/4k1K1/8/3Q4/8/8 w - - 0 1,g5g4->e5f6->d3f5,2,2,0,0.10509181022644043
8/8/QpkPK3/8/8/1P6/8/8 w - - 0 1,b3b4->None,2,2,0,0.06310701370239258
8/8/5Q2/KB1k4/8/5Pp1/6P1/8 w - - 0 1,a5b6->None,2,2,0,0.10275411605834961
8/8/8/8/Q7/1pk5/4P3/2BK4 w - - 0 1,e2e3->c3d3->a4d4,2,2,0,0.07779502868652344
8/5K2/8/2B1k3/5p2/5Q2/6N1/8 w - - 0 1,f3d3->f4f3->d3f3->None,3,2,-1,0.12250185012817383
5B1K/4Qb2/5Pk1/4R3/8/8/8/8 w - - 0 1,e5a5->f7e8->e7g7,2,2,0,0.09510207176208496
8/4K3/8/N2k4/4p3/4Q3/5N2/8 w - - 0 1,e3c3->e4e3->c3e3->None,3,2,-1,0.08325409889221191
8/8/8/2K5/kpP5/5Q2/1P6/8 w - - 0 1,c5b6->b4b3->f3f8->None,3,2,-1,0.007350921630859375
8/2Q1N3/8/7N/3k4/4p3/4K3/8 w - - 0 1,c7c6->d4e5->e2e3->None,3,2,-1,0.061646223068237305
8/kp6/NN6/2K5/8/8/7p/7Q w - - 0 1,a6c7->a7b8->c7b5->None,3,2,-1,0.019945144653320312
8/8/3N4/6Q1/3k4/8/1P2p3/4K3 w - - 0 1,g5f5->d4e3->d6b5->None,3,2,-1,0.10681605339050293
4N3/1Q6/8/r1k2p2/8/2NK4/8/8 w - - 0 1,b7a7->c5c6->a7c7,2,2,0,0.1441199779510498
8/Q7/8/1k1P4/3K4/1p6/1N6/8 w - - 0 1,a7b7->b5a5->d4e5->None,3,2,-1,0.028168916702270508
8/2p5/2B5/8/6p1/1N1k2K1/8/2Q5 w - - 0 1,g3g2->d3e2->c1d2,2,2,0,0.15858006477355957
8/4p3/4K3/4P3/4k3/8/1N6/3N1Q2 w - - 0 1,b2a4->e4d4->f1e2->None,3,2,-1,0.01650214195251465
8/3N3Q/8/6k1/4P3/7K/3P4/8 w - - 0 1,h7g8->g5f4->g8g2->None,3,2,-1,0.008160114288330078
1Q6/3k1K2/5p2/8/1N6/5N2/8/8 w - - 0 1,f7f6->None,2,2,0,0.08572173118591309
1N6/8/8/4p3/Qpk1N3/4K3/8/8 w - - 0 1,a4a2->c4b5->a2a6,2,2,0,0.10542416572570801
8/8/5Q2/N2k4/2p5/2K2p2/5N2/8 w - - 0 1,f6e7->None,2,2,0,0.02170395851135254
8/3k4/3N1K2/QPp5/2P5/8/8/8 w - - 0 1,a5a7->d7d6->a7h7->None,3,2,-1,0.05009889602661133
1N1nQ3/8/2p5/1k6/2N5/1K6/8/8 w - - 0 1,e8d8->c6c5->d8h8->None,3,2,-1,0.029851913452148438
4K3/8/3pk3/4p2R/8/8/3Q4/8 w - - 0 1,d2c1->e6f6->c1h6,2,2,0,0.13193392753601074
8/3p4/3B3Q/5k2/2K5/8/7N/8 w - - 0 1,h6g7->f5e4->g7g5->None,3,2,-1,0.014698982238769531
8/8/4K3/7P/5k2/4pB2/4Q3/4B3 w - - 0 1,e6f6->None,2,2,0,0.01452493667602539
8/Rb6/8/3R4/5K1k/6p1/6B1/8 w - - 0 1,a7b7->None,2,2,0,0.0063817501068115234
8/8/8/7p/7R/5kpQ/4p3/4K3 w - - 0 1,h3f1->f3e3->f1e2,2,2,0,0.06444907188415527
8/2K5/kp6/8/2p5/2B5/8/1R6 w - - 0 1,b1a1->a6b5->c7d6->None,3,2,-1,0.10075902938842773
5Q2/8/N7/4k3/5N2/2p2K2/2P5/8 w - - 0 1,f8h8->e5f5->h8g7->None,3,2,-1,0.0014846324920654297
8/1PNk4/2NP4/1R2K3/8/8/8/8 w - - 0 1,c6d8->d7d8->e5e6->None,3,2,-1,0.0251922607421875
8/8/3N4/4p3/4K2k/4B2B/8/7R w - - 0 1,d6f5->h4h5->h1g1->None,3,2,-1,0.028322935104370117
2R5/1PPk4/K7/2P1R3/8/8/8/8 w - - 0 1,c8h8->d7c6->h8h7->None,3,2,-1,0.0040912628173828125
8/4p1pK/5kP1/3Q4/7P/8/8/8 w - - 0 1,h7g8->e7e5->d5f7,2,2,0,0.06948971748352051
8/7P/8/7B/5K1k/5PR1/8/8 w - - 0 1,h5e8->None,2,2,0,7.987022399902344e-05
8/3P4/1Q1p4/3kNK2/8/1P6/8/8 w - - 0 1,e5f7->None,2,2,0,0.07492899894714355
8/8/8/4K3/4N1k1/6PR/8/5BR1 w - - 0 1,h3h4->g4f3->e5d4->None,3,2,-1,0.048503875732421875
7Q/6p1/6kN/4P3/5KP1/8/8/8 w - - 0 1,f4g3->g7h6->h8g8,2,2,0,0.04896402359008789
5N2/1K6/8/p1k1p3/Q3P3/8/8/8 w - - 0 1,b7c7->None,2,2,0,0.015798091888427734
8/8/8/8/4pB2/5p2/1N3k2/3K3Q w - - 0 1,b2c4->e4e3->c4e3->None,3,2,-1,0.030827999114990234
8/6p1/5pQ1/2KPk3/8/6P1/8/8 w - - 0 1,g6g4->g7g5->g4e6,2,2,0,0.053231000900268555
8/8/8/8/4pB2/8/1N3k2/3K3Q w - - 0 1,b2c4->e4e3->c4e3->None,3,2,-1,0.03615903854370117
8/8/8/2K5/4kPB1/4P3/8/4Q3 w - - 0 1,c5c4->None,2,2,0,0.015972137451171875
3K4/1NPN4/kP6/8/B7/8/8/8 w - - 0 1,d8c8->None,2,2,0,0.001834869384765625
6bQ/3K1kPN/8/7P/8/8/8/8 w - - 0 1,d7d6->f7e8->h8g8,2,2,0,0.018114089965820312
8/8/8/5p2/5K2/1N1p4/4k3/1B4Q1 w - - 0 1,g1g3->e2f1->b1d3,2,2,0,0.10369181632995605
K7/1R6/kpn5/8/1PP5/8/8/8 w - - 0 1,c4c5->c6d8->b7b6,2,2,0,0.0612947940826416
5k2/3p1P1p/5K2/6P1/5N2/8/8/8 w - - 0 1,g5g6->d7d5->f4e6,2,2,0,0.03169894218444824
5K1k/5P1p/8/7R/7p/7P/8/8 w - - 0 1,h5h6->None,2,2,0,0.008331060409545898
8/8/1R6/kpP5/8/8/pR6/K7 w - - 0 1,b2b5->a5a4->a1a2->None,3,2,-1,0.03326416015625
6B1/5n2/8/8/1R6/2k1K3/1R6/8 w - - 0 1,g8f7->None,2,2,0,0.02814793586730957
8/5N2/7R/8/4N1k1/4K3/1p6/1B6 w - - 0 1,f7d6->None,2,2,0,0.00892782211303711
8/1B6/4N3/1k2P3/1N6/KR6/8/8 w - - 0 1,b4c6->b5c4->c6d8->None,3,2,-1,0.06850576400756836
5B2/1K2R3/3k4/8/5N2/3PP3/8/8 w - - 0 1,e7e8->d6d7->e8c8->None,3,2,-1,0.0067751407623291016
3R4/3B4/8/N7/4k3/3N4/1P2K3/8 w - - 0 1,d7c8->None,2,2,0,0.03842926025390625
2k1b1BR/R2NK3/8/8/8/8/8/8 w - - 0 1,g8h7->None,2,2,0,0.03112483024597168
2R5/3p4/2Bk4/3N1P2/3K4/8/8/8 w - - 0 1,c6a8->None,2,2,0,0.02159881591796875
4k1KQ/2p2RP1/2P5/8/8/8/8/8 w - - 0 1,h8h6->e8d8->h6e6->None,3,2,-1,0.004051923751831055
1b1k4/2NP4/1P1K4/4P3/8/8/8/8 w - - 0 1,e5e6->b8c7->b6c7,2,2,0,0.009847879409790039
8/8/8/R7/4N3/1kP5/5N2/KB6 w - - 0 1,a5h5->b3a3->e4c5->None,3,2,-1,0.014921903610229492
8/8/8/6p1/8/3K1k2/4NPR1/7B w - - 0 1,g2g5->f3f2->g5g1->None,3,2,-1,0.013914823532104492
8/6P1/7K/5Np1/6kB/8/8/5Q2 w - - 0 1,h4g5->None,2,2,0,0.026109933853149414
4BkNR/2P3p1/6K1/8/8/8/8/8 w - - 0 1,e8f7->None,2,2,0,0.0288851261138916
8/8/8/8/5R1R/4n1k1/4P3/6NK w - - 0 1,g1h3->e3d1->f4g4,2,2,0,0.05563211441040039
5K1k/4NP1p/5N2/8/8/7n/8/8 w - - 0 1,f8e8->h7h5->f7f8q,2,2,0,0.03171801567077637
1RK5/1N6/2k5/R7/1P6/8/8/8 w - - 0 1,c8d8->c6b6->d8d7->None,3,2,-1,0.0005996227264404297
8/7R/3P1k2/4N3/4KP2/8/8/8 w - - 0 1,h7e7->None,2,2,0,0.007309675216674805
7B/3K2R1/5k2/8/8/4P1N1/8/8 w - - 0 1,d7d6->None,2,2,0,0.029902935028076172
8/8/8/8/4p3/2k1N3/1R2PK2/B7 w - - 0 1,b2b8->c3d2->b8c8->None,3,2,-1,0.02962207794189453
k7/P1R5/bKP5/8/8/8/8/8 w - - 0 1,b6a6->None,2,2,0,0.02219390869140625
4B3/K1kP2NR/8/8/3P4/8/8/8 w - - 0 1,a7a6->c7d8->g7e6,2,2,0,0.05922508239746094
8/2K5/8/Bpk5/4P3/N3P3/8/8 w - - 0 1,a5c3->b5b4->c3d4,2,2,0,0.03254294395446777
8/4p2R/5k2/4N3/4KB2/4P3/8/8 w - - 0 1,e4d5->f6f5->h7f7,2,2,0,0.07492876052856445
3N4/1R6/kb2N3/8/1PK5/8/8/8 w - - 0 1,e6c5->b6c5->c4c5->None,3,2,-1,0.07912015914916992
RBrk4/1PN5/3K4/8/8/8/8/8 w - - 0 1,b8a7->c8a8->b7a8r,2,2,0,0.04431414604187012
3N4/8/7p/1nPk4/8/3KQ3/8/8 w - - 0 1,e3h6->d5e5->h6g5,2,2,0,0.09950900077819824
3Q4/5P1B/4k2K/5p2/5P2/8/8/8 w - - 0 1,h7g8->None,2,2,0,0.06260991096496582
8/2PPk3/2n5/2K2Q2/8/8/8/8 w - - 0 1,c5c6->None,2,2,0,0.0790548324584961
8/8/8/4p2R/4Pk2/8/4R1K1/3B4 w - - 0 1,g2h3->f4f3->h5h4->None,3,2,-1,0.034271955490112305
8/4R3/8/B1k5/3NP3/3PK3/8/8 w - - 0 1,e7d7->None,2,2,0,0.01454615592956543
8/8/8/2K1k1P1/3NBp2/8/7Q/8 w - - 0 1,e4a8->None,2,2,0,0.03106093406677246
8/8/8/8/6p1/5PK1/3p4/3Q2bk w - - 0 1,f3g4->None,2,2,0,0.05548810958862305
8/8/8/3Q4/1k1Pn3/1P6/8/1R2K3 w - - 0 1,b1a1->e4f6->d5c4,2,2,0,0.10748171806335449
8/8/8/2K5/8/2kp4/Q2p4/b2R4 w - - 0 1,a2c4->c3b2->c5b4->None,3,2,-1,0.06367278099060059
6QN/6p1/7k/8/6K1/8/8/8 w - - 0 1,g4h4->g7g5->h4g4->None,3,2,-1,0.04365396499633789
8/8/4Q3/7k/5P2/6p1/6K1/8 w - - 0 1,e6g8->h5h4->g8g6->None,3,2,-1,0.0020029544830322266
3n4/8/4p2R/5kp1/8/4Q1K1/8/8 w - - 0 1,e3e1->d8f7->e1e6,2,2,0,0.1767871379852295
8/KN2P3/2p5/1k1p4/3Q4/8/8/8 w - - 0 1,e7e8q->None,2,2,0,0.08955717086791992
3B4/p7/Qpk1K3/8/8/8/1N6/8 w - - 0 1,b2a4->None,2,2,0,0.07753920555114746
8/8/2p5/1p6/1QpkBK2/8/8/8 w - - 0 1,b4a3->c4c3->a3b4,2,2,0,0.11531877517700195
8/8/1Q4N1/8/2k5/5P2/1KP5/2R5 w - - 0 1,g6e7->None,2,2,0,0.008140087127685547
6K1/8/8/4N1nR/5kP1/8/8/4Q3 w - - 0 1,e1d1->g5h7->d1f3,2,2,0,0.18411803245544434
8/8/8/5K2/8/3p1kp1/2pQ4/2N5 w - - 0 1,c1d3->c2c1n->d3e5,2,2,0,0.07204675674438477
8/3K4/8/2k5/R1B5/P7/1B6/1R6 w - - 0 1,d7c7->None,2,2,0,0.014024972915649414
8/8/2K5/N5P1/3k1p2/5Q2/5P2/8 w - - 0 1,c6d6->None,2,2,0,0.009520769119262695
8/6p1/6Qb/6p1/6k1/8/5KN1/8 w - - 0 1,g2f4->g4h4->g6h5,2,2,0,0.07646799087524414
8/8/8/2p5/2K5/3Pk2N/6Q1/7n w - - 0 1,c4b3->e3d4->g2e4,2,2,0,0.09678411483764648
4Q3/8/3p4/3k4/8/N1KP4/8/8 w - - 0 1,d3d4->None,2,2,0,0.08590483665466309
8/5p2/Q4p2/3k1K2/N7/8/1N6/8 w - - 0 1,a6a8->d5d4->a8f3->None,3,2,-1,0.006460905075073242
8/4p3/4K3/5p2/4k3/1P4Q1/2P5/8 w - - 0 1,b3b4->f5f4->g3d3,2,2,0,0.08552813529968262
8/2p5/5Q2/2k5/2P5/2PK4/8/8 w - - 0 1,d3c2->c7c6->f6d4,2,2,0,0.06294012069702148
8/4Q3/8/5k1K/8/3P4/8/4N3 w - - 0 1,e7d6->None,2,2,0,0.032276153564453125
8/8/2p5/2Q5/4k3/4N3/2P2K2/8 w - - 0 1,c5d6->c6c5->c2c4->None,3,2,-1,0.014106035232543945
8/8/8/6K1/8/5pk1/3Q4/5B2 w - - 0 1,g5f5->f3f2->d2f4,2,2,0,0.12193703651428223
8/8/1K6/1PPk4/5P2/8/2P1Q3/8 w - - 0 1,e2e5->d5c4->b6a5->None,3,2,-1,0.02438211441040039
8/8/3K4/8/3kp3/1Q6/B7/N3n3 w - - 0 1,a2b1->e4e3->b3b4,2,2,0,0.11691474914550781
8/8/8/2K5/2P5/2k5/P1b2P2/2Q5 w - - 0 1,a2a4->c3d3->c1e3,2,2,0,0.0829920768737793
8/K7/1Bk5/5Q2/1n3N2/8/8/8 w - - 0 1,f5d3->b4d5->d3d5,2,2,0,0.18909311294555664
8/8/1R1p4/3N4/k7/2Kp4/3B4/8 w - - 0 1,c3b2->None,2,2,0,0.05547499656677246
8/2K5/3N4/2kP4/p7/8/1P1Q4/8 w - - 0 1,d2d3->a4a3->d3c4,2,2,0,0.09996795654296875
8/6Q1/4p2N/8/4pk2/4p3/4K3/8 w - - 0 1,e2e1->f4f3->g7g4,2,2,0,0.0736997127532959
8/8/8/5K2/5P2/1N2k3/5p2/5Q1N w - - 0 1,f1d1->f2f1n->d1f1->None,3,2,-1,0.08726119995117188
4R3/8/4Pk2/2K5/6Q1/5p2/5N2/8 w - - 0 1,e8h8->f6e5->h8f8->None,3,2,-1,0.002637147903442383
8/2p5/2N5/4p3/4P3/4k1K1/8/3Q4 w - - 0 1,d1c2->None,2,2,0,0.08224797248840332
8/8/8/8/2n5/2K5/2p2N2/Qbk5 w - - 0 1,a1a2->c4d6->a2b2,2,2,0,0.08895373344421387
8/8/N7/8/2p5/2p5/k1p5/1RK5 w - - 0 1,b1a1->a2a1->a6b4->None,3,2,-1,0.023662805557250977
8/7p/5QbR/3k4/1K6/5P2/8/8 w - - 0 1,f3f4->g6e8->f6e5,2,2,0,0.1409928798675537
7R/4p3/4K3/3p2k1/3P3R/8/8/8 w - - 0 1,h8h7->g5g6->h4h5->None,3,2,-1,0.028610944747924805
8/7p/6pK/5pR1/7k/6R1/8/8 w - - 0 1,g3e3->f5f4->e3f3->None,3,2,-1,0.017447948455810547
N7/P7/K1k5/6bR/3Q4/8/8/8 w - - 0 1,h5g5->None,2,2,0,0.06541919708251953
8/1p2R3/1P6/1Q1p4/8/2k5/4K3/8 w - - 0 1,e7c7->c3d4->b5e8->None,3,2,-1,0.017362356185913086
8/4n3/8/4p2R/5k2/3Q3K/8/8 w - - 0 1,h3g2->e5e4->d3g3,2,2,0,0.13322901725769043
8/2Q5/4kp1p/3p3R/3K4/8/8/8 w - - 0 1,d4c3->f6f5->h5h6,2,2,0,0.10651922225952148
8/8/2K5/8/1kN5/8/3P1N2/3Q4 w - - 0 1,d1c2->None,2,2,0,0.08989810943603516
8/8/7p/7Q/8/6k1/3BP3/7K w - - 0 1,h5f3->g3h4->d2h6->None,3,2,-1,0.05302691459655762
8/8/8/B7/1p6/8/p1k5/K1N1Q3 w - - 0 1,a5b4->None,2,2,0,0.015080928802490234
